parent_site,category_1,category_2,category_3,url_pg_1,url_pg_2
etsy,Paper,Invitations & Announcements,Invitations,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/invitations?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/invitations?explicit=1&ref=pagination&page=2
etsy,Paper,Invitations & Announcements,Templates,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/templates?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/templates?explicit=1&ref=pagination&page=2
etsy,Paper,Invitations & Announcements,Save The Dates,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/save-the-dates?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/save-the-dates?explicit=1&ref=pagination&page=2
etsy,Paper,Invitations & Announcements,Announcements,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/announcements?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/invitations-and-announcements/announcements?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Holiday & Seasonal Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/holiday-and-seasonal-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/holiday-and-seasonal-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Blank Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/blank-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/blank-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Birthday Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/birthday-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/birthday-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Thank You Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/thank-you-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/thank-you-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Love Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/love-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/love-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Wedding & Engagement Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/wedding-and-engagement-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/wedding-and-engagement-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Baby & Expecting Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/baby-and-expecting-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/baby-and-expecting-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Just Because Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/just-because-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/just-because-cards?explicit=1&ref=pagination&page=2
etsy,Paper,Greeting Cards,Anniversary Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/anniversary-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/greeting-cards/anniversary-cards?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Stamps & Seals,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/stamps-and-seals?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/stamps-and-seals?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Design & Templates,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/design-and-templates?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/design-and-templates?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Business & Calling Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/business-and-calling-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/business-and-calling-cards?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Postcards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/postcards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/postcards?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Note Cards,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/note-cards?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/note-cards?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Notepads,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/notepads?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/notepads?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Stationery Sets,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/stationery-sets?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/stationery-sets?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Envelopes,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/envelopes?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/envelopes?explicit=1&ref=pagination&page=2
etsy,Paper, Stationery,Writing Paper,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/writing-paper?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stationery/writing-paper?explicit=1&ref=pagination&page=2
etsy,Paper,Calendars & Planners,,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/calendars-and-planners?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/calendars-and-planners?explicit=1&ref=pagination&page=2
etsy,Paper,Gift Wrapping,Washi Tape,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/washi-tape?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/washi-tape?explicit=1&ref=pagination&page=2
etsy,Paper,Gift Wrapping,Gift Boxes,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/gift-boxes?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/gift-boxes?explicit=1&ref=pagination&page=2
etsy,Paper,Gift Wrapping,Wrapping Paper & Furoshiki,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/wrapping-paper-and-furoshiki?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/wrapping-paper-and-furoshiki?explicit=1&ref=pagination&page=2
etsy,Paper,Gift Wrapping,Gift Bags,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/gift-bags?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/gift-wrapping/gift-bags?explicit=1&ref=pagination&page=2
etsy,Paper,Origami,,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/origami?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/origami?explicit=1&ref=pagination&page=2
etsy,Paper,Calligraphy,,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/calligraphy?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/calligraphy?explicit=1&ref=pagination&page=2
etsy,Paper,Paper Ephemera,,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/paper-ephemera?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/paper-ephemera?explicit=1&ref=pagination&page=2
etsy,Party Supplies,,,https://www.etsy.com/c/handmade/paper-and-party-supplies/party-supplies?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/party-supplies?explicit=1&ref=pagination&page=2
etsy,Accessories,Hair Accessories,Wreaths & Tiaras,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/wreaths-and-tiaras?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/wreaths-and-tiaras?explicit=1&ref=pagination&page=2
etsy,Accessories,Hair Accessories,Decorative Combs,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/decorative-combs?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/decorative-combs?explicit=1&ref=pagination&page=2
etsy,Accessories,Hair Accessories,Hair Jewelry,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/hair-jewelry?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/hair-jewelry?explicit=1&ref=pagination&page=2
etsy,Accessories,Hair Accessories,Hair Pins,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/hair-pins?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/hair-accessories/hair-pins?explicit=1&ref=pagination&page=2
etsy,Accessories,Bouquets & Corsages,,https://www.etsy.com/c/handmade/weddings/accessories/bouquets-and-corsages?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/bouquets-and-corsages?explicit=1&ref=pagination&page=2
etsy,Accessories,Veils,,https://www.etsy.com/c/handmade/weddings/accessories/veils?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/veils?explicit=1&ref=pagination&page=2
etsy,Accessories,Bags & Purses,,https://www.etsy.com/c/handmade/weddings/accessories/bags-and-purses?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/bags-and-purses?explicit=1&ref=pagination&page=2
etsy,Accessories,Belts & Sashes,,https://www.etsy.com/c/handmade/weddings/accessories/belts-and-sashes?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/belts-and-sashes?explicit=1&ref=pagination&page=2
etsy,Accessories,Neckties,,https://www.etsy.com/c/handmade/weddings/accessories/neckties?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/neckties?explicit=1&ref=pagination&page=2
etsy,Accessories,Shawls & Wraps,,https://www.etsy.com/c/handmade/weddings/accessories/wraps-and-shawls?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/wraps-and-shawls?explicit=1&ref=pagination&page=2
etsy,Accessories,Hats,,https://www.etsy.com/c/handmade/weddings/accessories/hats?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/hats?explicit=1&ref=pagination&page=2
etsy,Accessories,Cover Ups & Scarves,,https://www.etsy.com/c/handmade/weddings/accessories/cover-ups-and-scarves?explicit=1,https://www.etsy.com/c/handmade/weddings/accessories/cover-ups-and-scarves?explicit=1&ref=pagination&page=2
etsy,Clothing,Dresses,Bridal Gowns & Separates,https://www.etsy.com/c/handmade/weddings/clothing/dresses/wedding-gowns-and-separates?explicit=1,https://www.etsy.com/c/handmade/weddings/clothing/dresses/wedding-gowns-and-separates?explicit=1&ref=pagination&page=2
etsy,Clothing,Dresses,Flower Girl Dresses,https://www.etsy.com/c/handmade/weddings/clothing/dresses/flower-girl-dresses?explicit=1,https://www.etsy.com/c/handmade/weddings/clothing/dresses/flower-girl-dresses?explicit=1&ref=pagination&page=2
etsy,Clothing,Dresses,Bridesmaid Dresses,https://www.etsy.com/c/handmade/weddings/clothing/dresses/bridesmaid-dresses?explicit=1,https://www.etsy.com/c/handmade/weddings/clothing/dresses/bridesmaid-dresses?explicit=1&ref=pagination&page=2
etsy,Clothing,Dresses,Mother of the Bride Dresses,https://www.etsy.com/c/handmade/weddings/clothing/dresses/mother-of-the-bride-dresses?explicit=1,https://www.etsy.com/c/handmade/weddings/clothing/dresses/mother-of-the-bride-dresses?explicit=1&ref=pagination&page=2
etsy,Clothing,Lingerie & Garters,,https://www.etsy.com/c/handmade/weddings/clothing/lingerie-and-garters?explicit=1,https://www.etsy.com/c/handmade/weddings/clothing/lingerie-and-garters?explicit=1&ref=pagination&page=2
etsy,Clothing,Suits,,https://www.etsy.com/c/handmade/weddings/clothing/suits?explicit=1,https://www.etsy.com/c/handmade/weddings/clothing/suits?explicit=1&ref=pagination&page=2
etsy,Clothing,Shrugs & Boleros,,https://www.etsy.com/c/handmade/weddings/clothing/shrugs-and-boleros?explicit=1,https://www.etsy.com/c/handmade/weddings/clothing/shrugs-and-boleros?explicit=1&ref=pagination&page=2
etsy,Decorations,Serving & Dining,,https://www.etsy.com/c/handmade/weddings/decorations/serving-and-dining?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/serving-and-dining?explicit=1&ref=pagination&page=2
etsy,Decorations,Baskets & Boxes,,https://www.etsy.com/c/handmade/weddings/decorations/baskets-and-boxes?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/baskets-and-boxes?explicit=1&ref=pagination&page=2
etsy,Decorations,Candles & Holders,,https://www.etsy.com/c/handmade/weddings/decorations/candles-and-holders?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/candles-and-holders?explicit=1&ref=pagination&page=2
etsy,Decorations,Signs,,https://www.etsy.com/c/handmade/weddings/decorations/signs?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/signs?explicit=1&ref=pagination&page=2
etsy,Decorations,Cake Toppers,,https://www.etsy.com/c/handmade/weddings/decorations/cake-toppers?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/cake-toppers?explicit=1&ref=pagination&page=2
etsy,Decorations,Centerpieces,,https://www.etsy.com/c/handmade/weddings/decorations/centerpieces?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/centerpieces?explicit=1&ref=pagination&page=2
etsy,Decorations,Ring Bearer Pillows,,https://www.etsy.com/c/handmade/weddings/decorations/ring-bearer-pillows?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/ring-bearer-pillows?explicit=1&ref=pagination&page=2
etsy,Decorations,Aisle Runners & Decor,,https://www.etsy.com/c/handmade/weddings/decorations/aisle-runners-and-decor?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/aisle-runners-and-decor?explicit=1&ref=pagination&page=2
etsy,Decorations,Paper Fans,,https://www.etsy.com/c/handmade/weddings/decorations/paper-fans?explicit=1,https://www.etsy.com/c/handmade/weddings/decorations/paper-fans?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Bridesmaids' Gifts,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/bridesmaids-gifts?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/bridesmaids-gifts?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Groomsmen Gifts,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/groomsmen-gifts?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/groomsmen-gifts?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Portraits & Frames,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/portraits-and-frames?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/portraits-and-frames?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Wedding Favors,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/wedding-favors?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/wedding-favors?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Gifts For The Couple,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/gifts-for-the-couple?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/gifts-for-the-couple?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Guest Books,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/guest-books?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/guest-books?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Albums & Scrapbooks,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/albums-and-scrapbooks?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/albums-and-scrapbooks?explicit=1&ref=pagination&page=2
etsy,Gifts & Mementos,Wedding Dress Hangers,,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/wedding-dress-hangers?explicit=1,https://www.etsy.com/c/handmade/weddings/gifts-and-mementos/wedding-dress-hangers?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Engagement Rings,https://www.etsy.com/c/handmade/weddings/jewelry/rings/engagement-rings?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/rings/engagement-rings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Wedding Bands,https://www.etsy.com/c/handmade/weddings/jewelry/rings/wedding-bands?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/rings/wedding-bands?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Anniversary Rings,https://www.etsy.com/c/handmade/weddings/jewelry/rings/anniversary-rings?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/rings/anniversary-rings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Bridal Sets,https://www.etsy.com/c/handmade/weddings/jewelry/rings/bridal-sets?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/rings/bridal-sets?explicit=1&ref=pagination&page=2
etsy,Jewelry,Cuff Links & Tie Clips,,https://www.etsy.com/c/handmade/weddings/jewelry/cuff-links-and-tie-tacks?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/cuff-links-and-tie-tacks?explicit=1&ref=pagination&page=2
etsy,Jewelry,Necklaces,,https://www.etsy.com/c/handmade/weddings/jewelry/necklaces?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/necklaces?explicit=1&ref=pagination&page=2
etsy,Jewelry,Earrings,,https://www.etsy.com/c/handmade/weddings/jewelry/earrings?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/earrings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Bracelets,,https://www.etsy.com/c/handmade/weddings/jewelry/bracelets?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/bracelets?explicit=1&ref=pagination&page=2
etsy,Jewelry,Pendants,,https://www.etsy.com/c/handmade/weddings/jewelry/pendants?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/pendants?explicit=1&ref=pagination&page=2
etsy,Jewelry,Jewelry Sets,,https://www.etsy.com/c/handmade/weddings/jewelry/jewelry-sets?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/jewelry-sets?explicit=1&ref=pagination&page=2
etsy,Jewelry,Brooches,,https://www.etsy.com/c/handmade/weddings/jewelry/brooches?explicit=1,https://www.etsy.com/c/handmade/weddings/jewelry/brooches?explicit=1&ref=pagination&page=2
